engine_type,multi_engine,tp_mods,shp,length,height,wing_span,fw,mew,auw,vmax,vcruise,vstall,hmax,hmax_one,roc,vlo,vl,range
Piston,Unknown,False,275.0,27.25,7.166666667,36.16666667,536.0,2050.0,3350.0,152.0,143.0,54.0,16250.0,Unknown,1135.0,1605.0,1495.0,583.0
Piston,Unknown,False,245.0,27.25,7.166666667,36.16666667,536.0,2030.0,3350.0,153.0,139.0,56.0,16000.0,Unknown,1050.0,1670.0,1495.0,603.0
Piston,Unknown,False,300.0,27.25,7.166666667,36.16666667,536.0,2050.0,3350.0,157.0,148.0,55.0,16000.0,Unknown,1090.0,1670.0,1495.0,600.0
Piston,Unknown,False,240.0,27.25,7.166666667,36.16666667,536.0,2015.0,3350.0,153.0,139.0,56.0,16000.0,Unknown,1090.0,1670.0,1495.0,610.0
Piston,Unknown,False,310.0,26.5,8.166666667,41.66666667,361.8,2322.0,4400.0,113.0,106.0,58.0,14000.0,Unknown,510.0,2060.0,1265.0,283.0
Piston,Unknown,False,300.0,25.91666667,8.166666667,41.66666667,361.8,2230.0,4200.0,106.0,101.0,57.0,7800.0,Unknown,465.0,2250.0,1265.0,290.0
Piston,Unknown,False,300.0,25.91666667,8.166666667,40.75,361.8,2179.0,4000.0,107.0,103.0,55.0,8700.0,Unknown,525.0,1965.0,1265.0,290.0
Piston,Unknown,False,300.0,26.25,8.0,41.66666667,361.8,2220.0,4200.0,105.0,98.0,50.0,11100.0,Unknown,690.0,1090.0,1265.0,290.0
Piston,Unknown,False,300.0,26.25,8.0,40.75,247.9,2189.0,4000.0,105.0,98.0,50.0,11100.0,Unknown,690.0,1090.0,1265.0,278.0
Piston,Unknown,False,230.0,25.25,7.833333333,40.75,247.9,1900.0,3800.0,91.0,78.0,50.0,6500.0,Unknown,400.0,1920.0,1265.0,204.0
Piston,Unknown,False,230.0,25.25,7.75,40.75,247.9,1835.0,3800.0,94.0,83.0,50.0,7700.0,Unknown,460.0,1740.0,1265.0,204.0
Piston,Unknown,False,300.0,26.25,7.333333333,40.33333333,247.9,1845.0,3300.0,131.0,123.0,50.0,15700.0,Unknown,940.0,970.0,1265.0,278.0
Piston,Unknown,False,230.0,25.25,7.333333333,40.33333333,247.9,1815.0,3300.0,103.0,101.0,50.0,13000.0,Unknown,710.0,1365.0,1265.0,204.0
Piston,Unknown,False,300.0,27.5,12.66666667,35.83333333,589.6,2253.0,3100.0,136.0,130.0,50.0,16100.0,Unknown,950.0,1710.0,1480.0,500.0
Piston,Unknown,False,300.0,27.0,12.16666667,35.83333333,589.6,1998.0,3320.0,141.0,134.0,52.0,16400.0,Unknown,960.0,2125.0,1565.0,522.0
Piston,Unknown,False,300.0,27.83333333,7.75,35.83333333,589.6,1842.0,3350.0,136.0,131.0,49.0,15500.0,Unknown,860.0,,,522.0
Piston,Unknown,False,300.0,25.66666667,7.75,35.83333333,589.6,1750.0,3350.0,155.0,145.0,49.0,17900.0,Unknown,1075.0,1430.0,1400.0,645.0
Piston,Unknown,False,300.0,25.5,7.75,36.16666667,435.5,1565.0,3350.0,155.0,147.0,51.0,17500.0,Unknown,1040.0,1330.0,1400.0,470.0
Piston,Unknown,False,300.0,25.5,7.583333333,36.16666667,435.5,1560.0,3300.0,153.0,145.0,54.0,16900.0,Unknown,950.0,1290.0,1285.0,470.0
Piston,Unknown,False,260.0,25.41666667,7.5,36.0,435.5,1520.0,3200.0,153.0,145.0,54.0,17300.0,Unknown,1000.0,1510.0,1265.0,561.0
Piston,Unknown,False,235.0,28.66666667,8.916666667,35.83333333,616.4,1846.0,3100.0,187.0,173.0,50.0,20000.0,Unknown,1040.0,1570.0,1320.0,845.0
Piston,Unknown,False,235.0,28.66666667,8.916666667,35.83333333,616.4,1809.0,3100.0,160.0,156.0,50.0,18000.0,Unknown,1140.0,1570.0,1320.0,845.0
Piston,Unknown,False,235.0,28.41666667,9.25,35.83333333,616.4,1781.0,3100.0,168.0,157.0,49.0,20000.0,Unknown,965.0,1475.0,1350.0,743.0
Piston,Unknown,False,235.0,29.0,9.333333333,36.0,616.4,2075.0,3100.0,176.0,159.0,49.0,20000.0,Unknown,1040.0,1385.0,1350.0,971.0
Piston,Unknown,False,230.0,29.0,9.333333333,36.0,616.4,1970.0,3100.0,150.0,145.0,49.0,18100.0,Unknown,924.0,1514.0,1350.0,930.0
Piston,Unknown,False,230.0,28.0,9.25,16.0,589.6,1882.0,3110.0,143.0,140.0,46.0,18100.0,Unknown,924.0,1625.0,1280.0,813.0
Piston,Unknown,False,230.0,28.0,9.25,35.83333333,616.4,1775.0,3100.0,146.0,142.0,49.0,14900.0,Unknown,865.0,1515.0,1350.0,817.0
Piston,Unknown,False,230.0,28.0,9.25,35.83333333,616.4,1754.0,2950.0,148.0,143.0,50.0,16500.0,Unknown,1010.0,1350.0,1350.0,817.0
Piston,Unknown,False,230.0,28.08333333,8.75,35.83333333,435.5,1640.0,2950.0,146.0,139.0,50.0,17700.0,Unknown,890.0,1350.0,1350.0,550.0
Piston,Unknown,False,230.0,28.41666667,8.083333333,36.16666667,435.5,1620.0,2800.0,148.0,141.0,48.0,18900.0,Unknown,980.0,1205.0,1350.0,550.0
Piston,Unknown,False,230.0,27.33333333,9.0,36.16666667,435.5,1610.0,2800.0,148.0,141.0,48.0,18900.0,Unknown,980.0,1205.0,1350.0,550.0
Piston,Unknown,False,230.0,26.0,8.416666667,36.0,368.5,1560.0,2650.0,148.0,141.0,54.0,19800.0,Unknown,1030.0,1080.0,1310.0,450.0
Piston,Unknown,False,230.0,26.0,8.416666667,36.0,368.5,1540.0,2550.0,143.0,135.0,54.0,20100.0,Unknown,1120.0,1020.0,1290.0,443.0
Piston,Unknown,False,230.0,27.5,12.66666667,35.83333333,589.6,2204.0,2950.0,137.0,123.0,48.0,15300.0,Unknown,970.0,1900.0,1720.0,804.0
Piston,Unknown,False,230.0,27.5,12.66666667,35.83333333,408.7,2110.0,2950.0,137.0,123.0,48.0,16000.0,Unknown,990.0,2070.0,1720.0,804.0
Piston,Unknown,False,230.0,27.0,12.16666667,35.83333333,408.7,1955.0,2950.0,137.0,123.0,48.0,16000.0,Unknown,990.0,2070.0,1720.0,804.0
Piston,Unknown,False,230.0,28.83333333,7.75,35.83333333,589.6,1790.0,2800.0,137.0,123.0,48.0,14700.0,Unknown,910.0,,,804.0
Piston,Unknown,False,230.0,25.66666667,7.75,35.83333333,589.6,1701.0,2800.0,148.0,141.0,48.0,17700.0,Unknown,1100.0,1205.0,1365.0,804.0
Piston,Unknown,False,230.0,25.5,7.5,36.16666667,435.5,1525.0,2800.0,148.0,141.0,50.0,19600.0,Unknown,1090.0,1205.0,1365.0,622.0
Piston,Unknown,False,230.0,26.0,7.416666667,36.0,368.5,1555.0,2650.0,148.0,139.0,54.0,21500.0,Unknown,1130.0,1080.0,1330.0,513.0
Piston,Unknown,False,225.0,26.0,7.416666667,36.0,368.5,1540.0,2550.0,144.0,137.0,51.0,21200.0,Unknown,1110.0,1095.0,1310.0,513.0
Piston,Unknown,False,200.0,27.25,8.583333333,35.5,408.7,1765.0,2800.0,157.0,149.0,50.0,17100.0,Unknown,925.0,1585.0,1350.0,500.0
Piston,Unknown,False,200.0,27.25,8.583333333,35.5,341.7,1630.0,2800.0,153.0,144.0,50.0,16900.0,Unknown,860.0,1585.0,1350.0,506.0
Piston,Unknown,False,180.0,27.25,8.583333333,35.5,335.0,1643.0,2500.0,139.0,130.0,46.0,14600.0,Unknown,840.0,1400.0,1220.0,490.0
Piston,Unknown,False,180.0,27.25,8.583333333,35.5,335.0,1485.0,2500.0,133.0,123.0,46.0,14600.0,Unknown,840.0,1400.0,1220.0,417.0
Piston,Unknown,False,180.0,27.0,9.083333333,35.58333333,328.3,1440.0,2500.0,130.0,120.0,49.0,15800.0,Unknown,760.0,1575.0,1220.0,410.0
Piston,Unknown,False,150.0,27.0,9.083333333,35.58333333,328.3,1415.0,2350.0,125.0,117.0,46.0,12700.0,Unknown,670.0,1575.0,1135.0,591.0
Piston,Unknown,False,175.0,25.0,8.416666667,36.0,348.4,1325.0,2450.0,123.0,118.0,56.0,14500.0,Unknown,790.0,1450.0,1170.0,589.0
Piston,Unknown,False,175.0,25.0,8.416666667,36.0,348.4,1312.0,2350.0,128.0,121.0,54.0,15900.0,Unknown,850.0,1340.0,1155.0,593.0
Piston,Unknown,False,180.0,27.41666667,8.833333333,35.83333333,442.2,1627.0,2650.0,144.0,140.0,50.0,16800.0,Unknown,800.0,1775.0,1340.0,720.0
Piston,Unknown,False,180.0,26.91666667,8.833333333,36.08333333,361.8,1480.0,2550.0,123.0,122.0,48.0,17000.0,Unknown,680.0,1690.0,1335.0,475.0
Piston,Unknown,False,195.0,27.16666667,8.833333333,35.83333333,348.4,1572.0,2550.0,132.0,130.0,47.0,17000.0,Unknown,870.0,1360.0,1345.0,570.0
Piston,Unknown,False,180.0,27.16666667,8.916666667,36.08333333,375.2,1663.0,2550.0,126.0,124.0,48.0,14000.0,Unknown,730.0,1630.0,1335.0,638.0
Piston,Unknown,False,160.0,26.91666667,8.916666667,36.08333333,355.1,1600.0,2457.0,123.0,122.0,47.0,13500.0,Unknown,720.0,1685.0,1295.0,580.0
Piston,Unknown,False,160.0,26.91666667,8.833333333,35.83333333,288.1,1454.0,2400.0,123.0,120.0,46.0,13000.0,Unknown,700.0,1625.0,1280.0,440.0
Piston,Unknown,False,160.0,26.91666667,8.833333333,35.83333333,288.1,1430.0,2300.0,124.0,122.0,44.0,14200.0,Unknown,770.0,1390.0,1250.0,440.0
Piston,Unknown,False,150.0,26.91666667,8.833333333,35.83333333,281.4,1335.0,2300.0,122.0,115.0,44.0,13100.0,Unknown,645.0,1525.0,1250.0,435.0
Piston,Unknown,False,150.0,26.91666667,8.75,35.75,281.4,1315.0,2300.0,122.0,115.0,43.0,13100.0,Unknown,645.0,1525.0,1250.0,417.0
Piston,Unknown,False,195.0,26.83333333,12.41666667,35.83333333,348.4,1834.0,2550.0,117.0,116.0,44.0,15500.0,Unknown,870.0,1850.0,1390.0,539.0
Piston,Unknown,False,160.0,26.66666667,11.91666667,35.83333333,288.1,1632.0,2220.0,96.0,95.0,44.0,15000.0,Unknown,740.0,2160.0,1345.0,440.0
Piston,Unknown,False,150.0,27.0,9.916666667,35.83333333,281.4,1574.0,2220.0,98.0,97.0,44.0,12000.0,Unknown,715.0,2390.0,1345.0,435.0
Piston,Unknown,False,150.0,27.0,9.916666667,35.75,281.4,1450.0,2220.0,94.0,92.0,45.0,12000.0,Unknown,580.0,2390.0,1345.0,435.0
Piston,Unknown,False,150.0,26.58333333,10.0,35.75,281.4,1405.0,2220.0,94.0,92.0,45.0,12000.0,Unknown,580.0,2390.0,1345.0,418.0
Piston,Unknown,False,150.0,26.91666667,8.916666667,36.16666667,281.4,1300.0,2300.0,122.0,115.0,43.0,13100.0,Unknown,645.0,1525.0,1250.0,515.0
Piston,Unknown,False,145.0,26.5,8.916666667,36.16666667,281.4,1330.0,2300.0,121.0,114.0,43.0,13100.0,Unknown,645.0,1525.0,1250.0,515.0
Piston,Unknown,False,145.0,26.41666667,8.5,36.0,281.4,1330.0,2250.0,121.0,114.0,43.0,14200.0,Unknown,675.0,1450.0,1200.0,515.0
Piston,Unknown,False,145.0,26.41666667,8.5,36.0,281.4,1325.0,2200.0,122.0,114.0,51.0,15100.0,Unknown,730.0,1370.0,1115.0,515.0
Piston,Unknown,False,145.0,25.0,8.416666667,36.0,247.9,1260.0,2200.0,117.0,108.0,50.0,13300.0,Unknown,660.0,1650.0,1115.0,420.0
Piston,Unknown,False,145.0,25.0,6.416666667,36.0,281.4,1205.0,2200.0,122.0,104.0,50.0,15500.0,Unknown,690.0,1820.0,1145.0,410.0
Piston,Unknown,False,110.0,24.08333333,8.5,33.16666667,174.2,1141.0,1670.0,110.0,107.0,43.0,14700.0,Unknown,715.0,1340.0,1200.0,315.0
Piston,Unknown,False,100.0,23.91666667,8.5,33.16666667,174.2,1104.0,1600.0,109.0,106.0,42.0,14000.0,Unknown,670.0,1385.0,1075.0,303.0
Piston,Unknown,False,100.0,23.75,8.0,33.16666667,174.2,1060.0,1600.0,106.0,102.0,42.0,12650.0,Unknown,670.0,1385.0,1075.0,303.0
Piston,Unknown,False,100.0,23.75,8.0,32.75,174.2,1040.0,1600.0,108.0,103.0,42.0,14000.0,Unknown,670.0,1385.0,1075.0,303.0
Piston,Unknown,False,100.0,23.75,8.0,32.75,174.2,1020.0,1600.0,104.0,100.0,42.0,12650.0,Unknown,670.0,1385.0,1075.0,303.0
Piston,Unknown,False,100.0,23.75,8.0,32.75,174.2,1065.0,1600.0,106.0,102.0,42.0,12650.0,Unknown,670.0,1385.0,1075.0,303.0
Piston,Unknown,False,100.0,24.08333333,9.083333333,32.75,174.2,1120.0,1650.0,90.0,85.0,43.0,10700.0,Unknown,560.0,2075.0,850.0,276.0
Piston,Unknown,False,100.0,23.75,8.416666667,32.66666667,174.2,970.0,1600.0,109.0,102.0,43.0,12650.0,Unknown,670.0,1375.0,1075.0,303.0
Piston,Unknown,False,100.0,21.08333333,6.083333333,33.33333333,174.2,965.0,1500.0,108.0,105.0,43.0,15300.0,Unknown,740.0,1205.0,1055.0,320.0
Piston,Unknown,False,100.0,21.0,6.083333333,33.33333333,174.2,962.0,1500.0,108.0,104.0,47.0,15300.0,Unknown,740.0,1205.0,1055.0,318.0
Piston,Unknown,False,90.0,20.75,6.25,33.25,140.7,850.0,1500.0,103.0,90.0,46.0,15600.0,Unknown,640.0,1850.0,1530.0,315.0
Piston,Unknown,False,85.0,20.75,6.25,33.25,140.7,850.0,1500.0,102.0,88.0,46.0,15100.0,Unknown,620.0,1950.0,1530.0,315.0
Piston,Unknown,False,85.0,20.75,6.25,32.66666667,167.5,818.0,1450.0,104.0,100.0,43.0,15500.0,Unknown,640.0,1850.0,1530.0,390.0
Jet,Unknown,False,,30.58333333,10.75,38.58333333,2000.0,3550.0,6000.0,311.0,305.0,67.0,31000.0,Unknown,1609.0,3192.0,,1275.0
Piston,Unknown,False,200.0,26.25,9.25,35.58333333,375.2,2050.0,3000.0,,160.0,54.0,,Unknown,,1958.0,2044.0,800.0
Piston,Unknown,False,310.0,26.0,9.166666667,38.41666667,542.7,2250.0,3400.0,,180.0,59.0,,Unknown,,1575.0,2325.0,1000.0
Piston,Unknown,False,310.0,25.16666667,9.0,35.66666667,710.2,2500.0,3600.0,235.0,181.0,57.0,25000.0,Unknown,,1250.0,2350.0,1300.0
Piston,Unknown,False,310.0,25.16666667,9.0,35.66666667,710.2,2300.0,3400.0,235.0,179.0,57.0,18000.0,Unknown,,1250.0,2350.0,1300.0
Piston,Unknown,False,310.0,25.16666667,9.0,36.0,710.2,2250.0,3400.0,235.0,190.0,57.0,18000.0,Unknown,,1250.0,2350.0,1300.0
Piston,Unknown,False,270.0,24.91666667,8.583333333,32.83333333,603.0,2152.0,3305.0,197.0,187.0,59.0,25000.0,Unknown,1050.0,2223.0,1312.0,870.0
Piston,Unknown,False,265.0,24.91666667,8.583333333,32.83333333,603.0,2102.0,3250.0,164.0,149.0,54.0,16800.0,Unknown,1070.0,1985.0,1200.0,1005.0
Piston,Unknown,False,270.0,24.91666667,8.416666667,32.75,603.0,2151.0,3305.0,197.0,177.0,59.0,25000.0,Unknown,1050.0,2223.0,1312.0,870.0
Piston,Unknown,False,260.0,25.08333333,8.416666667,32.75,455.6,2070.0,3260.0,166.0,157.0,54.0,16500.0,Unknown,1030.0,2150.0,1200.0,665.0
Piston,Unknown,False,260.0,25.08333333,8.416666667,32.75,455.6,1905.0,3140.0,166.0,157.0,55.0,17400.0,Unknown,1088.0,1990.0,1200.0,665.0
Piston,Unknown,False,210.0,25.08333333,8.416666667,35.58333333,321.6,2035.0,2950.0,170.0,163.0,54.0,20000.0,Unknown,914.0,1750.0,1275.0,620.0
Piston,Unknown,False,200.0,25.08333333,8.416666667,35.58333333,321.6,1773.0,2800.0,150.0,142.0,51.0,15050.0,Unknown,950.0,1829.0,1039.0,575.0
Piston,Unknown,False,200.0,24.83333333,8.416666667,32.75,321.6,1691.0,2650.0,149.0,140.0,54.0,13900.0,Unknown,1020.0,1585.0,1310.0,569.0
Piston,Unknown,False,200.0,24.91666667,8.416666667,32.75,402.0,1530.0,2550.0,152.0,143.0,53.0,17000.0,Unknown,1000.0,1460.0,1310.0,750.0
Piston,Unknown,False,180.0,23.5,8.416666667,35.16666667,361.8,1200.0,2300.0,132.0,110.0,42.0,18000.0,Unknown,800.0,,,555.0
Piston,Unknown,False,100.0,23.25,8.333333333,34.16666667,167.5,825.0,1320.0,122.0,103.0,27.0,18000.0,Unknown,790.0,975.0,1040.0,434.0
Jet,Unknown,False,,80.25,26.08333333,86.25,34900.0,41000.0,73000.0,600.3,459.0,,51000.0,Unknown,2055.0,,,6450.0
Jet,True,False,,76.58333333,25.58333333,86.0,31940.0,41000.0,70000.0,600.3,370.0,,51000.0,Unknown,1947.0,,,5950.0
Jet,True,False,,118.9166667,33.75,94.25,48217.0,70841.0,120152.0,546.94,472.0,,41000.0,Unknown,2464.0,,,4600.0
Jet,Unknown,False,,66.33333333,24.75,64.25,,23875.0,48500.0,,,,,Unknown,4000.0,5035.0,2385.0,4500.0
Jet,True,False,,66.33333333,24.75,63.41666667,19165.0,22573.0,45500.0,513.0,459.0,81.0,41000.0,31000.0,4000.0,4950.0,3500.0,4400.0
Jet,True,False,,66.33333333,24.75,63.41666667,19165.0,22573.0,45500.0,513.0,459.0,81.0,39000.0,21200.0,3500.0,5300.0,3500.0,4200.0
Jet,True,False,,60.75,22.91666667,61.83333333,15520.0,21100.0,38800.0,518.0,430.0,77.0,41000.0,31000.0,3430.0,4700.0,2800.0,3500.0
Jet,Unknown,False,,66.33333333,23.16666667,63.41666667,12155.0,19890.0,35200.0,,480.0,,47000.0,Unknown,,5475.0,2565.0,3000.0
Jet,True,False,,66.33333333,23.16666667,63.41666667,16600.0,23190.0,42400.0,573.62,533.6,,42000.0,Unknown,,,,3800.0
Jet,True,False,,56.25,17.5,53.5,10684.0,18800.0,32000.0,521.0,435.0,89.0,39000.0,17400.0,3065.0,5260.0,2860.0,2500.0
Jet,True,False,,56.25,17.33333333,53.5,8420.0,16600.0,26455.0,530.0,457.0,90.0,42000.0,20000.0,3500.0,3800.0,2940.0,1200.0
Jet,True,False,,56.25,17.41666667,53.5,8980.0,15400.0,27337.0,512.0,457.0,90.0,42000.0,22000.0,3500.0,6400.0,4850.0,1630.0
Jet,True,False,,56.25,17.41666667,53.5,9250.0,15970.0,28660.0,530.0,458.0,84.5,42000.0,17000.0,3300.0,5000.0,3300.0,1610.0
Jet,True,False,,56.25,17.5,53.5,9098.0,17500.0,28660.0,530.0,410.0,88.0,37000.0,18200.0,3330.0,4950.0,2450.0,1614.0
Jet,True,False,,45.5,15.16666667,42.91666667,5912.0,11200.0,19300.0,513.0,459.0,84.0,39000.0,17000.0,4600.0,4615.0,2750.0,1828.0
Jet,True,False,,45.5,15.16666667,42.91666667,5912.0,10800.0,18740.0,513.0,459.0,88.0,45000.0,26000.0,4600.0,4615.0,2750.0,1828.0
Jet,True,False,,45.33333333,14.5,42.91666667,5910.0,10800.0,18300.0,459.0,426.0,92.0,45000.0,23000.0,4200.0,4300.0,3300.0,1800.0
Propjet,True,False,620.0,51.75,19.5,65.0,2583.0,6881.0,12500.0,182.0,170.0,58.0,26700.0,11600.0,1600.0,1500.0,1940.0,300.0
Propjet,True,False,620.0,51.75,18.58333333,65.0,2457.0,7487.0,12500.0,182.0,171.0,64.0,26700.0,11600.0,1600.0,1940.0,1940.0,300.0
Propjet,True,False,579.0,51.75,18.58333333,65.0,2457.0,7250.0,11579.0,165.0,150.0,57.0,24300.0,8500.0,1300.0,1900.0,1995.0,
Piston,True,False,180.0,30.16666667,9.25,47.75,576.0,3505.0,5071.0,192.0,185.0,,20000.0,13000.0,1029.0,,,1283.0
Piston,True,False,135.0,28.08333333,8.166666667,44.5,348.4,2765.0,3935.0,194.0,172.0,56.0,18000.0,10000.0,1280.0,1730.0,1877.0,1129.0
Piston,Unknown,False,81.0,23.5,6.916666667,35.58333333,134.0,1095.0,1609.0,161.0,117.0,37.0,,Unknown,680.0,1560.0,1490.0,526.0
Piston,Unknown,False,125.0,23.5,7.166666667,35.66666667,167.5,1166.0,1654.0,163.0,132.0,34.0,,Unknown,1105.0,1263.0,1235.0,422.0
Piston,Unknown,False,125.0,23.5,7.166666667,35.66666667,160.8,1166.0,1720.0,,140.0,44.0,,Unknown,,1470.0,1280.0,
Piston,Unknown,False,180.0,26.25,6.5,39.33333333,274.7,,2535.0,,145.0,49.0,,Unknown,,1150.0,,600.0
Propjet,Unknown,False,850.0,35.16666667,14.25,42.08333333,6032.0,4629.0,7394.0,330.0,252.0,,31000.0,Unknown,1653.0,,,1730.0
Propjet,Unknown,False,850.0,35.16666667,14.25,42.08333333,1949.7,4629.0,7394.0,330.0,252.0,,31000.0,Unknown,1653.0,,,1730.0
Propjet,Unknown,False,850.0,34.91666667,14.33333333,41.58333333,1887.0,4698.0,7394.0,320.0,255.0,,31000.0,Unknown,1380.0,2840.0,2430.0,1520.0
Propjet,Unknown,False,700.0,34.91666667,14.33333333,41.58333333,1887.0,4651.0,7394.0,345.0,333.0,,31000.0,Unknown,1500.0,,,1360.0
Propjet,Unknown,False,700.0,34.91666667,14.33333333,41.58333333,1887.0,4050.0,6579.0,300.0,291.0,61.0,30000.0,Unknown,2380.0,1591.0,2034.0,1563.0
Piston,Unknown,False,250.0,25.33333333,9.333333333,32.5,576.2,1795.0,3083.0,200.0,187.0,54.0,25000.0,Unknown,1125.0,1953.0,1750.0,
Piston,Unknown,False,250.0,25.33333333,9.333333333,32.5,576.2,1744.0,3083.0,167.0,160.0,54.0,20000.0,Unknown,1260.0,1953.0,1750.0,1100.0
Piston,Unknown,False,200.0,25.41666667,9.916666667,32.83333333,368.5,1642.0,2535.0,,115.0,,16000.0,Unknown,937.0,1561.0,1474.0,637.0
Piston,Unknown,False,180.0,25.0,10.5,32.0,361.8,1477.0,2535.0,132.0,117.0,51.0,13000.0,Unknown,790.0,1657.0,1394.0,
Piston,Unknown,False,160.0,25.25,9.916666667,32.0,281.4,1411.0,2337.0,,106.0,50.0,11000.0,Unknown,738.0,1706.0,1378.0,
Piston,Unknown,False,300.0,27.5,10.91666667,55.0,268.0,2650.0,5400.0,100.0,57.0,48.0,,Unknown,,2257.0,,
Jet,True,False,,33.5,11.0,37.91666667,1686.0,3550.0,5920.0,426.88,426.0,69.0,41000.0,25000.0,3314.0,2297.0,2155.0,1300.0
Jet,True,False,,118.9166667,33.75,94.25,48217.0,70841.0,120152.0,546.94,452.0,,41000.0,Unknown,2464.0,,,4592.0
Jet,True,False,,86.41666667,22.16666667,68.91666667,18170.0,29994.0,49604.0,533.6,,,41000.0,23548.0,,,,3361.0
Jet,True,False,,68.08333333,21.0,70.5,15986.0,24339.0,42858.0,553.61,466.0,,45000.0,Unknown,2846.0,,,4102.0
Jet,True,False,,64.58333333,21.08333333,70.5,13051.0,23038.0,37567.0,466.0,,,45000.0,27513.0,2643.0,,,3340.0
Jet,True,False,,68.08333333,21.16666667,66.41666667,13058.0,23700.0,38360.0,553.61,466.0,,45000.0,28189.0,2643.0,,,3125.0
Jet,True,False,,64.58333333,21.08333333,66.41666667,12108.0,22983.0,35759.0,553.61,462.0,,45000.0,27513.0,2643.0,,,2904.0
Jet,Unknown,False,,,,,,,,520.26,450.0,,45000.0,Unknown,,,,1800.0
Jet,Unknown,False,,,,,,,,466.9,380.0,,41000.0,Unknown,,,,1320.0
Propjet,True,False,750.0,49.5,16.5,50.25,2948.0,8007.0,13007.0,221.0,181.0,71.0,21500.0,9500.0,1650.0,4000.0,4400.0,
Piston,Unknown,False,100.0,18.58333333,7.416666667,29.91666667,154.1,644.0,1235.0,164.0,120.0,46.0,14000.0,Unknown,1000.0,,,600.0
Piston,True,False,400.0,31.41666667,11.25,46.0,1541.0,5100.0,7600.0,226.0,213.0,71.0,22200.0,11800.0,1870.0,1525.0,1940.0,
Piston,True,False,380.0,31.41666667,11.25,46.0,1541.0,4500.0,7300.0,239.0,226.0,71.0,30000.0,17500.0,1900.0,1225.0,1840.0,
Piston,True,False,400.0,,,,1541.0,5400.0,8000.0,213.0,201.0,68.0,22200.0,11800.0,1535.0,1706.0,2176.0,
Piston,True,False,400.0,,,,1768.8,5800.0,8800.0,213.0,201.0,70.0,20000.0,10200.0,1490.0,2050.0,2450.0,
Propjet,True,False,1000.0,59.33333333,16.66666667,57.0,4341.6,8737.0,14500.0,280.0,248.0,88.0,29900.0,14200.0,2635.0,3495.0,,1827.0
Propjet,True,False,940.0,59.33333333,16.66666667,46.25,4341.6,8000.0,12500.0,,256.0,86.0,27000.0,14700.0,2400.0,2050.0,1970.0,1250.0
Propjet,True,False,1000.0,59.33333333,16.66666667,57.0,4341.6,9200.0,14500.0,278.0,248.0,88.0,29900.0,14200.0,2635.0,3340.0,2970.0,2040.0
Propjet,True,False,1000.0,59.33333333,16.66666667,57.0,4341.6,9100.0,14000.0,283.0,261.0,87.0,30000.0,14550.0,2440.0,2850.0,2532.0,2040.0
Propjet,True,False,840.0,59.33333333,16.66666667,46.25,3644.8,8200.0,12500.0,270.0,,86.0,27000.0,14700.0,2400.0,2050.0,1970.0,1815.0
Propjet,True,False,900.0,42.16666667,16.75,47.91666667,4341.6,8200.0,13230.0,303.0,264.0,92.0,29400.0,15800.0,2650.0,3080.0,2805.0,2178.0
Propjet,True,False,900.0,42.16666667,16.83333333,46.25,4341.6,8150.0,13230.0,300.0,265.0,92.0,27000.0,14000.0,2650.0,2920.0,3530.0,2025.0
Propjet,True,False,900.0,42.16666667,16.83333333,46.25,4341.6,8090.0,12500.0,303.0,264.0,89.0,29400.0,16500.0,2800.0,2400.0,3360.0,2025.0
Propjet,True,False,900.0,42.16666667,16.83333333,46.25,4341.6,7800.0,12500.0,309.0,295.0,89.0,31400.0,16500.0,2780.0,2970.0,3240.0,2025.0
Propjet,True,False,840.0,42.16666667,16.83333333,46.25,4341.6,7600.0,12500.0,283.0,,83.0,28900.0,15000.0,2530.0,2150.0,1570.0,2670.0
Propjet,True,False,665.0,40.08333333,14.33333333,45.83333333,2586.2,6150.0,10000.0,,257.0,76.0,29900.0,12500.0,2780.0,2970.0,3240.0,1318.0
Propjet,True,False,550.0,40.08333333,14.33333333,45.83333333,2586.2,6075.0,9800.0,,235.0,75.0,31000.0,12600.0,1950.0,2300.0,2380.0,1250.0
Piston,Unknown,False,100.0,20.33333333,7.916666667,28.0,227.8,649.0,1320.0,120.0,112.0,39.0,14000.0,Unknown,960.0,,,1080.0
Piston,Unknown,False,100.0,20.33333333,6.916666667,31.5,194.3,760.0,1320.0,145.0,119.0,35.0,13200.0,Unknown,850.0,1050.0,1100.0,730.0
Piston,Unknown,False,100.0,20.5,7.333333333,20.5,120.6,820.0,1320.0,133.0,116.0,36.0,13200.0,Unknown,850.0,1450.0,1410.0,400.0
Jet,Unknown,False,,99.75,25.66666667,99.58333333,48200.0,54000.0,103600.0,616.975,566.95,,51000.0,Unknown,1762.0,,,7500.0
Jet,Unknown,False,,91.16666667,25.5,86.33333333,30250.0,46850.0,79600.0,616.975,566.95,,51000.0,Unknown,2467.0,,,5300.0
Jet,Unknown,False,,96.41666667,25.33333333,93.5,41000.0,46800.0,89400.0,516.0,459.0,,51000.0,Unknown,,5870.0,2950.0,6500.0
Jet,True,False,,96.41666667,25.83333333,93.5,40994.0,47900.0,91000.0,590.295,566.95,,51000.0,25820.0,,,,6750.0
Jet,True,False,,96.41666667,25.83333333,93.5,34939.0,47600.0,85100.0,590.295,566.95,,51000.0,27700.0,,,,5200.0
